INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS,TUITION FEE,AFFILIATED
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",99709,99709,116294,116294,114872,117307,99709,99709,109647,116500,113315,113315,124140,126088,124726,124726,99709,99709,65000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43112,71190,101286,113510,93220,116574,98177,98177,110688,110688,117598,117598,102255,125521,119816,125321,43112,71190,65000,JNTUH
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,110424,110424,110424,110424,110424,110424,110424,110424,110424,110424,110424,110424,123674,123674,125932,125932,110424,110424,65000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,118199,118449,118199,118449,118199,118449,118199,118449,118199,118449,118199,118449,125657,125657,126050,126050,118199,118449,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),52517,71895,116702,116702,85888,89305,52517,71895,78092,82990,93681,93681,118775,118775,110497,126057,77848,77848,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,41663,50537,82855,110017,58756,58756,50175,50537,49613,50537,66159,66159,89545,89545,57010,73526,52772,57074,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57603,62390,109385,109385,94125,94125,57603,62390,78382,85131,74903,74903,121780,121780,96123,96123,75842,82261,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,85926,96358,108195,108195,97966,118363,108354,112887,93407,96358,112780,112780,125547,125547,123383,125472,107487,108520,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,95959,95959,95959,95959,115461,115461,95959,95959,115924,115924,95959,95959,123866,123866,125226,125226,95959,95959,72000,JNTUH
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,117465,117465,117465,117465,117465,117465,117465,117465,117465,117465,117465,117465,125226,125226,125226,125226,117465,117465,72000,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,118476,118476,118476,118476,118476,118476,118476,118476,118476,118476,118476,118476,124943,124943,124935,124935,118476,118476,90000,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),51623,56117,117717,117717,68510,77837,51623,73104,66616,73586,104162,104162,121354,121354,98336,122302,56719,56719,90000,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,40178,45098,70748,97684,49497,55400,105871,105871,49703,52255,106488,106488,103660,106911,81201,99203,47356,50245,90000,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",58146,70234,92549,105482,71356,79124,70068,70234,69530,70234,114424,114424,122440,124111,120372,122938,58146,70234,90000,JNTUH
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80777,80777,108484,112407,103333,107898,80777,80777,85172,90013,107140,107551,125389,125691,80777,80777,80777,80777,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,62693,62693,116715,116715,84498,85848,62693,62693,92963,92963,86515,86515,123818,123818,84643,96756,62693,64236,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CIV,CIVIL ENGINEERING,93253,113904,93253,113904,93253,113904,93253,113904,93253,113904,93253,113904,93253,113904,93253,113904,93253,113904,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,39029,39029,75127,75127,53389,53486,67059,67059,45608,45608,44628,79514,93118,93118,88928,108288,47086,47086,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,104346,105711,116011,116011,116648,116648,104346,105711,104346,114336,114202,114202,125277,125277,114801,118329,104346,110068,90000,JNTUH
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,111548,116722,111548,116722,111905,116722,111548,116722,111548,116722,111548,116722,118564,118564,111548,116722,111548,116722,90000,JNTUH
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,CSE,COMPUTER SCIENCE AND ENGINEERING,16594,18024,25747,49315,23368,29132,16594,18024,18197,18313,42585,60620,32522,32807,19346,19346,22870,28551,35000,KU
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,45222,45222,101446,106995,68904,68904,45222,45222,63384,63384,45222,58684,95870,95870,60045,68003,116480,116480,35000,KU
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,MIN,MINING ENGINEERING,44046,57041,51318,99064,75638,100749,44046,57041,67118,67118,116158,116158,118791,118791,44046,84177,96667,96667,35000,KU
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,CSE,COMPUTER SCIENCE AND ENGINEERING,31168,31168,99545,99545,31168,67745,42250,42250,40334,40334,31168,70724,59423,59423,36355,36355,54282,61120,70000,KU
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,73056,73056,73056,111910,112302,112302,73056,73056,107659,112277,73056,73056,124951,124951,106894,106894,73056,73056,70000,KU
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,91556,98421,91556,98421,91556,120849,91556,98421,91556,107508,91556,98421,123508,123508,123915,124814,91556,98421,70000,KU
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,INF,INFORMATION TECHNOLOGY,66719,77530,116411,116411,82207,110504,66719,77530,100671,105274,107609,107609,124843,124843,111842,116992,117944,117944,70000,KU
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,MIN,MINING ENGINEERING,113412,113412,113412,113412,113412,113412,113412,113412,113412,113412,113412,113412,119104,125708,122523,122523,113412,113412,70000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,22979,NA,55060,NA,31874,NA,29992,NA,35460,NA,41107,NA,52313,NA,32062,NA,34351,70000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",NA,48708,NA,108816,NA,64193,NA,62234,NA,61804,NA,105336,NA,112140,NA,97406,NA,71518,70000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,55215,NA,110029,NA,93198,NA,55215,NA,95533,NA,114257,NA,125578,NA,122537,NA,94967,70000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,43929,NA,112593,NA,57911,NA,43929,NA,118130,NA,43929,NA,120720,NA,124748,NA,43929,70000,KU
KUEWSF,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,INF,INFORMATION TECHNOLOGY,NA,68257,NA,102310,NA,94080,NA,68257,NA,79597,NA,92603,NA,125479,NA,118694,NA,84378,70000,KU
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,11030,11489,14483,19894,13518,14345,33306,33306,13065,13065,24913,24913,20342,20342,13839,15769,13217,18081,35000,KU
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,16842,16842,26948,45357,24093,25169,16842,16842,22351,22351,65843,65843,43529,48402,25435,25435,32974,32974,35000,KU
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,29912,29912,82583,82583,43220,43220,48079,48079,43385,52218,113640,113640,57958,57958,40590,43052,80251,80251,35000,KU
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,MEC,MECHANICAL ENGINEERING,47683,65651,112263,112263,98728,113806,99371,99371,93187,107605,112154,112154,98681,101648,68912,89200,117549,117549,35000,KU
KUWLSF,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE,WARANGAL,HNK,COED,SF,2009,CIV,CIVIL ENGINEERING,70360,90972,116090,116090,107889,120078,70360,90972,113948,113948,91342,100468,123508,126076,121759,124746,70360,90972,70000,KU
KUWLSF,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE,WARANGAL,HNK,COED,SF,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),28512,34999,101157,101157,38212,54722,28512,50335,31994,35343,40629,94013,62774,91966,58420,64552,58358,58358,70000,KU
KUWLSF,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY - SELF FINANCE,WARANGAL,HNK,COED,SF,2009,INF,INFORMATION TECHNOLOGY,31981,31981,79588,79588,51257,58339,31981,31981,48926,48926,39555,39555,119937,124426,70244,125156,57658,89412,70000,KU
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,64139,71319,92674,92674,84736,113146,64139,71319,78243,83275,118366,118366,122854,123104,120589,120589,117464,117464,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,104362,104362,123648,123648,123988,123988,104362,104362,117875,117875,104362,104362,105559,123988,104362,120589,104362,104362,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,115452,115452,115452,115452,115452,115452,115452,115452,115452,115452,115452,115452,123104,123104,115452,115452,115452,115452,72000,JNTUH
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,126089,72000,JNTUH
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,CIV,CIVIL ENGINEERING,88733,88733,124943,124943,109320,118226,95271,95271,115514,115514,113083,113083,123260,123260,119562,122206,98262,98262,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,CSE,COMPUTER SCIENCE AND ENGINEERING,9870,10742,22388,29244,16013,16013,27954,47622,14711,16836,23559,23559,36797,36797,25011,37106,11497,11497,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,26472,26472,58261,86607,42446,43355,26472,63779,35206,35961,77845,77845,98823,107371,69101,74581,27399,27399,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,52394,58398,88750,108655,118025,118025,62084,62084,97077,97448,118021,118021,121650,125929,121765,121765,85272,85272,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,INF,INFORMATION TECHNOLOGY,13235,14399,35123,40170,19339,21144,13235,14399,18121,20558,34616,34616,54130,54913,41880,41880,14237,14399,100000,OU
MECS,MATRUSRI ENGINEERING COLLEGE,HYDERABAD,HYD,COED,PVT,2011,MEC,MECHANICAL ENGINEERING,113117,117287,113117,117287,113117,117287,113117,117287,113117,117287,113117,117287,125564,125564,124833,124833,113117,117287,100000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,41816,46349,82946,92129,60367,61535,75535,75535,50971,56740,42847,59697,115972,123804,77801,110280,53153,53153,78000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,CIV,CIVIL ENGINEERING,52327,108075,52327,108075,93532,113426,102768,108075,52327,108075,117622,117622,125566,125566,121068,125052,52327,108075,78000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,24746,24746,34753,55544,33991,36227,24746,45780,34455,35514,30242,56668,57137,57137,56400,56400,33058,33058,78000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,62769,65539,110150,113262,96415,96415,76582,76582,76681,91087,70976,101701,125116,125116,114776,122763,70857,73074,78000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,59473,85602,114607,114607,99454,99454,59473,85602,86970,115857,89287,113701,125120,125120,126036,126036,59473,107463,78000,OU
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,110119,115469,110119,115469,110119,115469,110119,115469,110119,115469,110119,115469,125762,125762,124600,124600,110119,115469,78000,OU
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,76017,NA,103628,NA,85948,NA,85212,NA,85001,NA,95811,NA,108001,NA,118858,NA,84839,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CIV,CIVIL ENGINEERING,NA,114124,NA,125052,NA,114124,NA,114124,NA,114124,NA,114124,NA,125958,NA,125052,NA,114124,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,53250,NA,86725,NA,54990,NA,58985,NA,57247,NA,73252,NA,109601,NA,94565,NA,53250,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,103390,NA,117618,NA,118279,NA,103390,NA,110784,NA,110218,NA,124527,NA,122431,NA,109356,62000,JNTUH
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,102941,NA,117634,NA,102941,NA,102941,NA,115142,NA,102941,NA,123317,NA,110032,NA,104481,62000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CIV,CIVIL ENGINEERING,45408,60443,99006,108170,66164,103570,76337,76337,71725,110125,76946,84866,110061,121274,71098,71098,81554,109666,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,8476,9786,21420,21871,12831,13096,32352,32352,10929,13485,21465,26813,33594,33594,29589,35188,9553,9960,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),6318,7619,17112,19581,9396,10841,6318,7619,10400,11472,16430,16430,26273,26963,16347,27327,7185,8708,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,5515,5966,14027,15114,8738,8798,10043,10043,8166,9381,9781,16647,17827,21512,15891,16541,6316,7526,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",6033,6033,9509,23685,9044,9044,6033,21558,9814,10155,7824,19819,25337,25337,20503,28595,6649,8019,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,14269,14334,23504,43383,22284,26177,14269,42229,18464,21076,36138,41533,47582,47582,38322,43214,17608,17608,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,19687,43446,70125,113527,44353,56554,19687,43446,41679,56451,60362,60362,79629,82860,44825,59399,48262,48262,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,7761,8744,14045,25749,11219,11396,7761,33048,7761,12560,19309,19309,28702,29982,21810,36189,8134,10044,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MCT,MECHANICAL (MECHTRONICS) ENGINEERING,57285,95038,101666,108821,75771,115012,57285,95038,84147,106224,87160,97814,125221,125221,113783,123459,62150,95038,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,54729,108866,92708,108866,91644,108866,54729,108866,69816,108866,92261,108866,118655,119137,75336,108866,104711,111755,160000,JNTUH
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,GANDIPET,RR,COED,PVT,1997,MMT,METALLURGY AND MATERIAL ENGINEERING,69803,69803,69803,69803,106736,106736,69803,69803,78244,78244,69803,69803,124463,124463,124101,124101,69803,69803,160000,JNTUH
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,CSE,COMPUTER SCIENCE AND ENGINEERING,34444,34444,69314,69314,50431,50502,34444,34444,40032,44354,42726,58439,59570,59570,50104,50104,65439,65439,45000,MGUN
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,75035,97213,98604,109483,87632,97213,75035,97213,79918,97213,104811,104811,125779,125779,92346,97213,102189,102189,45000,MGUN
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NALGONDA,NLG,COED,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,51311,110558,65433,111910,68528,110558,51311,110558,100783,110558,51311,110558,58785,110558,124491,124491,108460,110558,45000,MGUN
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,ANE,AERONAUTICAL ENGINEERING,73872,73872,107385,107385,83651,102560,117420,117420,73872,91324,84691,115918,125040,125702,76714,123387,83293,106803,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CIV,CIVIL ENGINEERING,56374,113310,116137,116137,102086,113310,56374,113310,56374,113310,56374,113310,122943,122943,125270,125270,56374,113310,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,25716,25716,51895,63745,35713,35713,25716,97624,38705,38705,40754,98528,60038,74489,45518,57887,36294,36294,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",37105,37105,75474,75474,59051,61896,37105,102768,53102,56689,76020,76020,108313,125568,106035,122289,46488,46488,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,67413,67413,117414,117414,103920,108819,76432,76432,76779,76779,102905,102905,120319,124989,107413,122369,71930,90565,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,108237,108237,108237,108237,118221,118221,108237,108237,108237,108237,108237,108237,126133,126133,123634,123816,108237,108237,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,35777,35777,89934,89934,54210,70173,35777,35777,59306,64864,54837,111138,106860,124424,77325,88471,48418,48418,70000,JNTUH
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,BANDLAGUDA,HYD,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,57959,116764,57959,120465,64666,116764,57959,116764,116315,116764,57959,116764,95447,116764,120465,120465,57959,116764,70000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,86099,NA,114946,NA,116218,NA,101922,NA,95287,NA,92177,NA,119678,NA,96194,NA,102393,55000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",NA,76221,NA,115322,NA,120535,NA,76221,NA,121055,NA,97398,NA,115164,NA,119742,NA,76221,55000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,42219,NA,116021,NA,123794,NA,123851,NA,124474,NA,125403,NA,121660,NA,124599,NA,118295,55000,JNTUH
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MIRYALAGUDA,NLG,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,122929,NA,125717,NA,125997,NA,122929,NA,122929,NA,122929,NA,125757,NA,122929,NA,122929,55000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,ANE,AERONAUTICAL ENGINEERING,40912,46505,87252,113081,49364,70412,40912,46505,72809,72809,49129,102328,123437,123437,114363,123594,93828,93828,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),23715,26125,55576,61419,31637,36416,74007,74007,31409,33000,42335,53232,74402,95003,59501,119363,23715,26125,110000,JNTUH
MLID,M L R INSTITUTE OF TECHNOLOGY (AUTONOMOUS),DUNDIGAL,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),19334,19334,39316,40604,26025,26025,96372,96372,26225,30043,58310,58310,54041,59612,52116,109078,20106,20106,110000,JNTUH
